ID,Caption,Date,Era,Facts,Sources,Conflicts
love-is-dead-release,Love Is Dead (Album Release),25.05.2018,Love Is Dead,"- Love Is Dead is CHVRCHES' third studio album. [1,2]
- Love Is Dead was released in Australia on 2018-05-25 on the Goodbye / Vertigo / Capitol multi-label imprint. It entered the Australian album chart on 2018-06-10, peaked at #7, and spent 3 weeks on the chart. [3]
- Dave Stewart served as CHVRCHES' mentor during the making of Love Is Dead. [2]
- Love Is Dead is CHVRCHES' first album to feature outside production. Lauren Mayberry confirmed in February 2018: ""the previous two records had just been these two guys and we made them in Glasgow and this time we worked with Greg Kurstin."" [4,5]
- Greg Kurstin produced nine of Love Is Dead's tracks; his other production credits include Adele, Kelly Clarkson, P!nk, Sia, and Foo Fighters. [2,6,4]
  - ⚠️ Conflicts with: Kurstin track count — both the LKA Longhorn Stuttgart promotional text (translated from German) [7] and the Beat Yard festival bio (English) [13] state Kurstin co-produced eight of twelve album tracks, conflicting with the nine-track figure on a thirteen-track album cited by Billboard and AV Club.
- Steve Mac co-produced ""Miracle"" on Love Is Dead; his other production credits include Ed Sheeran, Susan Boyle, and Westlife. [4,13]
- In 2017, CHVRCHES went into the studio with producer Greg Kurstin and collaborator Dave Stewart to work on Love Is Dead. [8]
- Love Is Dead debuted at number seven in the U.K. [8,9]
- Love Is Dead debuted at #1 on Billboard's Top Rock Albums and Alternative Albums charts (both dated June 9, 2018), with 28,000 equivalent units — of which 23,000 were traditional album sales; it was CHVRCHES' second No. 1 on both charts. The Alternative Albums chart run lasted 2 weeks. [8,10,4]
- Love Is Dead debuted at #11 on the all-genre Billboard 200. [4,9]
- Chris Gehringer served as mastering engineer for Love Is Dead; the Hostess product page cites his mastering credits as including Rihanna and Massive Attack. [9]
- Spike Stent served as mixing engineer for Love Is Dead; the Hostess product page cites his mixing credits as including U2, Madonna, and Björk. [9]
- Greg Kurstin had won the Grammy Award for Producer of the Year in two consecutive years as of the time of Love Is Dead's release (2018); the Hostess product page also cites his credits as including Adele and Beck alongside this Grammy recognition. [9]
- CHVRCHES described their experience working with Greg Kurstin on Love Is Dead: ""Working with Greg was so different to what we'd done before, but it also felt so comfortable and like he'd been in our band forever."" The quote was originally sourced from Entertainment Weekly and was also rendered in Japanese in the Hostess product notes. [9,11]
- Lauren Mayberry described Love Is Dead to Entertainment Weekly: ""When I listen to the record, I feel like it's the most pop stuff we've done and also the most aggressive and vulnerable at the same time. It was about really leaning into those moments—and also wanting there to be a real humanity and character to what we're saying."" The same sentiment was rendered in Japanese in the Hostess product notes as ""これまでで最もポップな作品"" (""our most pop work""). [9,11]
- As of 2015-10, while actively promoting Every Open Eye, CHVRCHES were already generating ideas for what became Love Is Dead using portable recording rigs on the road. Doherty described road-writing as therapeutic: ""When you've been on tour for two years and you haven't flexed a creative muscle for months, then you just feel like a promo machine that plays gigs."" His road rig consisted of Cubase on a Mac with software synthesizers; Cook used a Prophet 12 module. [12]
- Love Is Dead debuted and peaked at #22 on the Billboard Canadian Albums chart (chart week 2018-06-09), spending 1 week on the chart. [14]
- Mayberry explained the thinking behind the album title ""Love Is Dead"" in a release-day Billboard interview (2018-05-25): it was chosen to be ""slightly more theatrical"" than a lyric from a song. She described it as ""a little jarring"" but purposeful: ""It's supposed to be a starting point for the conversation that happens across the record. Somebody is trying to figure out why they feel the way they do and you don't necessarily have an answer, but you're trying to wade through that frustration and confusion — and what do you do with all that once you know."" [15]
- Love Is Dead was certified Silver in the UK by the BPI on 2022-08-05; no Gold or higher certification has been issued as of the BPI data. [16]
- Love Is Dead was released via Glassnote Records (US), confirmed in the 2018-02-28 album announcement. [17]
- The full Love Is Dead tracklist in order: (1) Graffiti / (2) Get Out / (3) Deliverance / (4) My Enemy / (5) Forever / (6) Never Say Die / (7) Miracle / (8) Graves / (9) Heaven/Hell / (10) God's Plan / (11) Really Gone / (12) ii / (13) Wonderland. [17]","1. 303magazine.com-2018-08-review-chvrches-ogden-blackout
2. www.allmusic.com-album-love-is-dead-mw0003158215
3. australian-charts.com-showinterpret.asp-interpret-Chvrches
4. www.billboard.com-pro-chvrches-love-is-dead-leads-top-rock-albums-alternative-albums
5. www.youtube.com-watch-v-5UUUkbEE9LI
6. www.allmusic.com-album-screen-violence-mw0003537654
7. archiv.lka-longhorn.de-konzerte-aktuelle-konzerte-konzert-details-article-chvrches
8. www.allmusic.com-artist-chvrches-mn0003052164-related
9. hostess.co.jp-releases-2018-09-HSE-6864
10. www.billboard.com-artist-Chvrches-chart-history-ALT
11. www.altpress.com-news-entry-chvrches_get_out
12. www.soundonsound.com-people-chvrches
13. www.the-beatyard.com-act-chvrches
14. www.billboard.com-artist-chvrches-chart-history-cna
15. www.billboard.com-music-pop-chvrches-interview-love-is-dead-8457973
16. www.bpi.co.uk-page-certified-awards
17. consequence.net-2018-02-chvrches-announces-new-album-love-is-dead-share-matt-berninger-featuring-my-enemy-stream",Exist
love-is-dead-tour-2018,"CHVRCHES Love Is Dead Tour, 2018",,Love Is Dead,"- The Love Is Dead live touring lineup comprised Lauren Mayberry, Martin Doherty, and Iain Cook, supplemented by touring drummer Jonny Scott; Scott is named explicitly in the Stuttgart review (11 November 2018) and the Amnplify Sydney review (22 July 2018), while the addition of a live drummer was first noted as new at the Sydney Australian shows in July 2018. [1,2,3,4,8]
- The Love Is Dead tour was the first CHVRCHES tour on which the band had a dedicated monitor engineer. Previously, audio routing had been handled through the computer with the band manually muting excess microphones to manage stage sound. Iain Cook confirmed: ""we've got a monitor engineer now. We didn't have one before. He's hooked up so we can actually all hear each other in between songs."" Martin Doherty added: ""I haven't heard Iain on stage in any capacity for about five years."" Confirmed as new as of the opening Elsewhere, Brooklyn shows in May 2018. [5]
- Martin Doherty consistently took lead vocal on ""God's Plan"" during the Love Is Dead tour, moving to the front of the stage mid-set, with Lauren Mayberry in a supporting role; confirmed at Sydney (22 July 2018), Melbourne (23 July 2018), Denver (7 August 2018), and Stuttgart (11 November 2018). [1,2,3,6]
- Martin Doherty also performed ""Under the Tide"" from the front of stage mid-set on the Love Is Dead tour; explicitly confirmed at Stuttgart (11 November 2018), and the song appears in the setlists from Melbourne (23 July 2018) and Denver (7 August 2018). [2,3,6]
- The 2019 UK headline dates of the Love Is Dead tour were described as CHVRCHES' first UK headline tour since November 2015. [7]
- During the 2019 Australian leg, CHVRCHES were given a four-day break in Melbourne. Mayberry had expected to spend the downtime with her bandmates and the touring crew, but discovered they had each made separate plans, leaving her alone in her hotel room. [9]
- Left alone in Melbourne, Mayberry hired a small car and drove to an Australian spa town, where she had ""a wee cry"" listening to Taylor Swift's ""Cruel Summer."" [9]
- Mayberry described the Melbourne incident as a ""humbling moment"": ""I remember being very upset and hurt by that because I was always worrying about everyone else and taking care of everybody, and it was a humbling moment."" [9]
- Mayberry considered leaving CHVRCHES after the Melbourne incident; the COVID-19 pandemic then intervened, and the band instead made Screen Violence (2021) remotely rather than Mayberry departing at that point. [9]
- Looking back on the Melbourne incident, Mayberry attributed the dynamic to being the only woman in the touring party, reflecting that she had been left carrying the ""emotional labour"" of keeping the show on the road. [9]
- CHVRCHES officially announced the end of the Love Is Dead touring cycle via their Tumblr, writing: ""And that's a wrap on the touring for Love Is Dead. Thank you to everyone who was there with us. Can't wait to see you on the next one."" The post was published in approximately late 2019, consistent with the Intersect Music Festival (December 2019) being among the final confirmed tour dates. [10]
- After completing the final US leg of the Love Is Dead tour, the band took a three-month break before beginning work on Screen Violence; Mayberry described it as ""the longest [break] since the band had formed in 2011."" [11]","1. aaabackstage.com-live-review-chvrches-hordern-pavilion-22-07-2018
2. aaabackstage.com-live-review-chvrches-margaret-court-arena-23-07-2018
3. www.aboutmusiic.com-chvrches-konzert-stuttgart-2018
4. stg.amnplify.com.au-portfolio-items-chvrches-mansionair-wafia-hordern-pavilion-22-07-18-live-review
5. www.youtube.com-watch-v-4nDlrS9_u80
6. 303magazine.com-2018-08-review-chvrches-ogden-blackout
7. audioaddictmag.wordpress.com-2019-02-18-chvrches-o2-academy-bournemouth-12-02-2019
8. www.theaureview.com-music-live-review-chvrches-mansionair-margaret-court-arena-melbourne-23-07-18
9. www.bbc.co.uk-news-articles-cy7k830zdejo
10. chvrches.tumblr.com-post-189581488653-and-thats-a-wrap-on-the-touring-for-love-is-dead
11. www.telegraph.co.uk-music-artists-chvrches-trauma-behind-new-album-screen-violence-became-obsessed"
mantra-song,"""Mantra"" — Lauren Mayberry Solo Track",,Vicious Creature,"- ""Mantra"" originated from a conversation between Mayberry and a friend about dating ""really shit terrible boys in bands""; the underlying question was whether the attraction was to the people themselves or to the idea of being like them — the ""do you want to be with them or do you want to be them"" dynamic. [1]
- Mayberry described writing the song from a ""witchy hexing angle"" — the perspective of someone asserting power over another person. [1]
- Mayberry identified the lyric ""with a voice that never could quite command respect"" as particularly meaningful to her personally, relating to her experience of opinions that she felt had not been accorded the respect they deserved. [1]
- Mayberry characterised ""Mantra"" as part of a broader pattern in the Vicious Creature album: writing about a power or persona she wished she had — ""here's the things I would say if I wasn't such a sort of afraid of you."" [1]",1. www.youtube.com-watch-v-5pbl7IGVk0s
martin-doherty-bbc-radio2-boiler-room,Martin Doherty — BBC Radio 2 and Boiler Room Double-Session Day (TBOWYTB Era),27.09.2013,The Bones of What You Believe,"- Martin Doherty cited performing a BBC Radio 2 session in the afternoon and a Boiler Room session that same evening as ""probably one of my proudest achievements"" — representing CHVRCHES' ability to bridge a mainstream radio audience and a more discerning electronic music community on a single day. Doherty: ""I remember one day when I realized that our band had the chance of achieving what we'd set out to do: We did a BBC Radio 2 session in the afternoon and a Boiler Room one that night. That was probably one of my proudest achievements — the idea that you can make music that people can stick on the radio that can also be relevant and interesting to people who are more discerning."" This event occurred in the TBOWYTB touring period; its date was unknown in the June 2015 Pitchfork article. [1]
- The BBC Radio 2 session and Boiler Room set both occurred on the same day they released The Bones of What You Believe, per Doherty: ""The day that we put out Bones, I knew we were doing something I believed in wholly because we did a Radio 2 session — which is like a BBC station for old people — and a Boiler Room set on the same day."" This places the event on approximately 2013-09-23 (UK release date) or 2013-09-24 (US/international release date). [2]
- ⚠️ Conflicts with: the Boiler Room Album Launch Party listing confirms CHVRCHES played Boiler Room on 2013-09-27 — four days after the UK album release date of 2013-09-23 — suggesting either that Doherty used ""the day we put out Bones"" loosely to mean the album launch period (and the BBC Radio 2 session also occurred on 2013-09-27), or that a separate, unverified Boiler Room streaming set occurred on the UK release date. — [3], fact ""The day that we put out Bones...we did a Radio 2 session...and a Boiler Room set on the same day.""","1. pitchfork.com-features-interviews-9670-keeping-it-unreal-in-the-studio-with-chvrches
2. stereogum.com-2236734-chvrches-debut-album-the-bones-of-what-you-believe-turns-10-interviews
3. boilerroom.tv-session-chvrches-album-launch-party",Exist
martin-doherty-biography,Martin Doherty — Biographical Facts,,,"- Martin Doherty was born on 1982-12-24.
- Martin Doherty named Emma Watson as his celebrity crush in a 2013 interview with 99Scenes. [1]
- Martin Doherty studied music at the University of Strathclyde. He confirmed this during a 2016 Coachella interview: ""I was studying music at university."" [2]
- Martin Doherty described LCD Soundsystem as ""one of my favourite bands,"" as contextualised during a 2016 Coachella interview when he mentioned leaving their set early the night before to be prepared for the CHVRCHES main stage performance. [2]
- Martin Doherty grew up in Erskine, near Paisley, on the West side of Glasgow near the Erskine Bridge — known locally as the ""suicide bridge."" Doherty described it: ""A lot of dark stuff happens off that bridge. Every night you sit in your house and you hear a helicopter, you're like, 'Somebody else has jumped off.'"" [3,4]
- Martin Doherty studied at Glasgow's University of Strathclyde, where he met Iain Cook in 2003; Cook was lecturing a class at Strathclyde in which Doherty was a student, and Cook first noticed Doherty for the shirt he was wearing. [5,4,6]
  - ⚠️ Conflicts with: the shirt — AllMusic and Consequence of Sound describe it as a ""Paul Harvey t-shirt,"" while Stereogum (2023) identifies it as a ""PJ Harvey shirt."" PJ Harvey (the musician) is the more contextually plausible referent. [5,4,6]
- Doherty described his state of mind in the period just before CHVRCHES formed as one of anxiety and failure: ""I was a very anxious person who considered himself a failure, and was very eager to prove to the world I had something to offer as a creator."" He stated he was ""starting to think that time was almost up for me"" as a musician; in a separate 2018 interview he said directly: ""I was at the point where I was about to quit the music business, because I felt like a failure and I had no prospects. Then we wrote those songs and they were coming out quite fully formed and I thought, 'Oh, maybe we can do this.'"" [6,13]
- Martin Doherty's role in Aereogramme and The Twilight Sad was as live keyboardist and guitarist. [7]
  - ⚠️ Conflicts with: Paste Magazine (March 2013) characterises Doherty's contribution to Aereogramme as ""engineer and contributing musician"" rather than live keyboardist and guitarist — the two characterisations may describe different aspects of his involvement. [8]
- Martin Doherty occasionally DJs in Glasgow under the alias ""Digital W.I.N.C.H.,"" playing obscure electronic music. [7]
- On tour, Doherty took to road-recording as a coping mechanism to maintain his sense of musical identity. During the TBOWYTB campaign the Pitchfork journalist described it as recording one song or idea daily ""to make him at least feel like a musician."" Doherty elaborated in a 2015-10 Sound on Sound interview: ""When you've been on tour for two years and you haven't flexed a creative muscle for months, then you just feel like a promo machine that plays gigs. I use it as a means of therapy over anything else."" His road rig was Cubase running on a Mac with software synthesizers only. [9,10]
- In his pre-CHVRCHES bands, Doherty had always been a performer rather than a writer. Doherty: ""In those bands I'd played in, I'd never been a writer. I'd always just kind of watched and listened and wrote in my spare time."" CHVRCHES was the first band in which he brought his private writing into an equal creative partnership. [10]
- Doherty articulated his creative shift in the EOE era: ""I spent half my 20s trying to make weird music immediate, like, 'Why can't I make a post-rock record that sounds like Whitney Houston?' But now we're trying to make immediate music a little bit weirder."" [11]
- As a teenager, Doherty listened to Steve Lamacq and John Peel on BBC Radio; he described having a Maida Vale session as ""kind of a goal for me as a teenager."" [12]
- Approximately one year before April 2013 (~2012), Doherty wrote a fan letter to Charles Bernstein, the composer of the A Nightmare on Elm Street score; Bernstein replied: ""I hope you make it and thank you very much."" Doherty described the reply as ""a real highlight."" [14]
- Doherty cited Brad Fiedel (composer of the Terminator score) as among the 1980s film composers who influenced CHVRCHES; Cook was about to name Fiedel before Doherty preempted him, asking: ""Are you going to talk about Brad Fiedel?"" [14]
- On his music education: ""What I took from studying music was what not to do as opposed to what to do. I was around a lot of people who were exceptionally gifted in terms of their technicality who didn't know when to shut up."" Cook added: ""When not to play."" (April 2013 interview.) [14]
- Doherty has struggled with anxiety and depression since he was a teenager; during the Love Is Dead US tour in 2019, he coped by spending time ""hiding in the most remote corner of some venue, making music on my laptop."" [15]","1. www.youtube.com-watch-v-WmxJyYqo92I
2. www.youtube.com-watch-v-5vx-IX4uRqY
3. www.youtube.com-watch-v-4c84i8R5H-8
4. consequence.net-2013-09-cover-story-chvrches
5. www.allmusic.com-artist-chvrches-mn0003052164-related
6. stereogum.com-2236734-chvrches-debut-album-the-bones-of-what-you-believe-turns-10-interviews
7. allroyforprez.blogspot.com-2012-07-churches
8. www.pastemagazine.com-articles-2013-12-chvrches-the-best-of-whats-next-1
9. pitchfork.com-features-interviews-9670-keeping-it-unreal-in-the-studio-with-chvrches
10. www.soundonsound.com-people-chvrches
11. www.bbc.co.uk-programmes-articles-499LFcFTHx2lT11Xn7tYKnV-heaven-sent-chvrches-are-a-perfect-pop-band-for-our-times
12. www.youtube.com-watch-v-PO2BRYdW9qk
13. www.billboard.com-music-pop-chvrches-interview-love-is-dead-8457973
14. consequence.net-2013-04-interview-chvrches
15. www.telegraph.co.uk-music-artists-chvrches-trauma-behind-new-album-screen-violence-became-obsessed",Exist
martin-doherty-twilight-sad-live,Martin Doherty in The Twilight Sad's Live Lineup,,Forget the Night Ahead,"- After leaving Aereogramme by 2007, Martin Doherty joined The Twilight Sad as a touring member, serving as live keyboardist and guitarist; he stayed with the band for almost five years, which he described as ""the best times of his life."" [1,2,3,4,5]
- Doherty specifically cited The Twilight Sad's 2009 American tour with Frightened Rabbit and We Were Promised Jetpacks as an especially memorable period: ""It was some of the most debauched times that I'd ever seen on the road. A lot of heavy drinking. Don't put 15 Scottish guys on a tour bus together to travel around and play gigs."" [5]
- In a 2013 Anchor Shop TV interview during CHVRCHES' first North American tour, Doherty confirmed multiple prior North American tours in his pre-CHVRCHES career: ""I think after your fourth time around North America in the back of a van, I defy anyone that says it doesn't change the perception of the music industry on a level. And I've done that a lot in a previous band."" The ""previous band"" is not named but contextually refers to The Twilight Sad, the only pre-CHVRCHES band documented as having toured North America with Doherty. [6]
- Doherty stated that he ultimately left The Twilight Sad because playing someone else's songs felt like ""taking the easy way out"" and being ""on someone else's ticket"": ""Those guys will always be my best friends. But sooner or later, you come to realize that when you're playing someone else's songs, however amazing they are, there's always something in the back of your mind saying, 'You're taking the easy way out.'"" [5]","1. 3voor12.vpro.nl-artikelen-overzicht-2013-Eurosonic-Noorderslag-2013-ESNS13-Chvrches
2. www.allmusic.com-album-the-bones-of-what-you-believe-mw0002555667
3. www.allmusic.com-artist-chvrches-mn0003052164-related
4. allroyforprez.blogspot.com-2012-07-churches
5. consequence.net-2013-09-cover-story-chvrches
6. www.youtube.com-watch-v-CZFFmJxovS0"
miracle-song,"""Miracle"" (Song)",10.04.2018,Love Is Dead,"- ""Miracle"" was released as a single on 2018-04-10; the official CHVRCHES Instagram account posted ""MIRACLE is out now"" on that date. [7]
- ""Miracle"" was described as ""the latest single"" off Love Is Dead during CHVRCHES' July 2018 Australian tour dates. [1]
- ""Miracle"" was released in Australia as a commercial single on 2018-06-08 on the Goodbye / Vertigo / Capitol imprint, per the australian-charts.com singles discography. [2]
- ""Miracle"" peaked at #33 on the Hot Rock Songs chart (a new peak as of the June 9, 2018 chart); it was also ""bubbling under"" the Alternative Songs airplay chart at the same date. [3]
- Three remixes of ""Miracle"" were included as Japan-exclusive bonus tracks on the Love Is Dead Japan Deluxe Edition (HSE-6864, Hostess Entertainment, September 2018): the IHF Remix, the Mija Remix, and The Juan Maclean Remix. [4]
- ""Miracle"" was referred to as a single (""the pre-apocalyptic single Miracle"") in a BBC profile published on 2018-05-01, before Love Is Dead's 2018-05-25 release, confirming its pre-release single status. [5]
- Steve Mac co-produced ""Miracle"" on Love Is Dead. [6]","1. aaabackstage.com-live-review-chvrches-margaret-court-arena-23-07-2018
2. australian-charts.com-showinterpret.asp-interpret-Chvrches
3. www.billboard.com-pro-chvrches-love-is-dead-leads-top-rock-albums-alternative-albums
4. hostess.co.jp-releases-2018-09-HSE-6864
5. www.bbc.com-news-entertainment-arts-43924602
6. www.the-beatyard.com-act-chvrches
7. www.instagram.com-p-Bhan_Q7naba"
my-enemy-song,"""My Enemy"" (Song)",28.02.2018,Love Is Dead,"- ""My Enemy"" is a duet between CHVRCHES and Matt Berninger of the National on Love Is Dead. [1,2]
- ""My Enemy"" was self-produced by CHVRCHES — one of three tracks on Love Is Dead not produced with Greg Kurstin; the other two self-produced tracks were ""God's Plan"" and ""Really Gone."" [5]
- ""My Enemy"" peaked at #28 on the Hot Rock Songs chart. [3]
- Live during the Love Is Dead tour, Martin Doherty covered the Matt Berninger studio part on ""My Enemy,"" sharing vocal duties with Lauren Mayberry; confirmed at the Hordern Pavilion, Sydney on 2018-07-22 (the article refers to the song as ""The Enemy""). [4]
- ""My Enemy"" was debuted publicly as a newly revealed single on 2018-02-28, shared alongside the Love Is Dead album announcement. [6]","1. www.allmusic.com-album-love-is-dead-mw0003158215
2. www.allmusic.com-artist-chvrches-mn0003052164-related
3. www.billboard.com-pro-chvrches-love-is-dead-leads-top-rock-albums-alternative-albums
4. stg.amnplify.com.au-portfolio-items-chvrches-mansionair-wafia-hordern-pavilion-22-07-18-live-review
5. www.billboard.com-music-pop-chvrches-interview-love-is-dead-8457973
6. consequence.net-2018-02-chvrches-announces-new-album-love-is-dead-share-matt-berninger-featuring-my-enemy-stream"
neon-gold-lies-upload-2012-05,"Neon Gold Records Posts ""Lies"" — CHVRCHES' First Public Single, May 2012",10.05.2012,The Bones of What You Believe,"- Neon Gold Records posted CHVRCHES' first single, ""Lies,"" on 2012-05-11; this was the band's first public-facing music release under the CHVRCHES name. At the time of the upload, CHVRCHES had only six songs total — Cook: ""We didn't really have that many songs when we put 'Lies' out. Our whole oeuvre was like six songs at that point."" [1,2,3]
- After posting on 2012-05-11, ""Lies"" climbed to the number one position on The Hype Machine, an MP3 aggregator blog; the response on SoundCloud was also described as enthusiastic. [3]
- At the time ""Lies"" was posted by Neon Gold in May 2012, CHVRCHES had never played a live show. Martin Doherty stated: ""When we put 'Lies' out we'd never played a gig... at that point we hadn't even considered playing a gig. We were pretty far behind in the plot of what had to be done in order to perform."" [1]
- The decision to release anonymously was also to avoid local-scene associations — Mayberry: ""We were thinking more about [people in the local scene] than anything outside of that — so people in the local scene wouldn't go, 'Oh, it's that guy from Aereogramme, and that guy from Julia Thirteen, and that girl from Blue Sky Archives.'"" Doherty added that the band were ""totally unsigned at that point, so there was no real plan other than us discovering that if you put out a song online that blows up, the next time you put out a song, more people will listen to it."" [2]
- The very first music Cook and Doherty ever made together was witch house — they had considered becoming a witch house act with song titles as symbols before pivoting to what became CHVRCHES: ""The idea of confusing people and telling people all the lies you could about who you were and what you were doing was something I saw as a big bonus."" (Doherty) [2]
- Neon Gold had initially asked CHVRCHES to write a biographical blog about themselves before posting the single, which the band was unable to write. Martin Doherty recalled: ""Neon Gold asked us to write a blog about what the band was and we were just like 'I don't know.'"" [1]
- After the upload, ""Lies"" spread entirely through peer-to-peer sharing with no promotional push behind it. Martin Doherty stated: ""No one expected the reaction that the music got from people passing it around to their friends. It was all very organic and steamrolled very quickly and people kept asking 'a show? A show?'"" [1]
- The Neon Gold premiere post header reads ""THURSDAY, MAY 10, 2012"" with a timestamp of ""12:00 AM,"" establishing 2012-05-10 as the publication date per the primary source document. [4]
  - ⚠️ Conflicts with: the first fact in this event, which dates the post to ""2012-05-11"" — that date is sourced from Under the Radar and Paste Magazine retrospective accounts; the blog post itself is the primary document and gives 2012-05-10.
- At the time of the Neon Gold premiere post, the band name was spelled ""CHURCHES"" throughout — the distinctive ""v"" orthography (CHVRCHES) had not yet been publicised or adopted at the moment of their first public introduction. [4]
- The ""Lies"" MP3 was labeled ""[exclusive]"" in the Neon Gold premiere post, indicating Neon Gold had exclusive rights to premiere the track. [4]
- The only biographical description of the band provided in the Neon Gold premiere post was: ""CHURCHES are two boys and a girl from Glasgow, and that's about all we know at this juncture"" — representing the complete public-facing information about the band at the moment of their debut. [4]
- Lauren Mayberry described the Neon Gold upload as ""a preview track or something, just free download, not a release"" put out ""to kind of test the water and see what people were thinking about it."" [5]
- Neon Gold described CHVRCHES as ""a godless hurricane of kinetic pop energy"" in the ""Lies"" premiere post — a characterisation subsequently reproduced in CHVRCHES promotional materials. [4]","1. www.pastemagazine.com-articles-2013-12-chvrches-the-best-of-whats-next-1
2. stereogum.com-2236734-chvrches-debut-album-the-bones-of-what-you-believe-turns-10-interviews
3. www.undertheradarmag.com-interviews-chvrches_-_the_under_the_radar_cover_story
4. neongoldrecords.blogspot.co.uk-2012-05-skin-bone
5. www.youtube.com-watch-v-PO2BRYdW9qk",Exist
never-ending-circles-song,"""Never Ending Circles"" (Song)",,Every Open Eye,"- ""Never Ending Circles"" is a track on Every Open Eye; it is built around ""a bright, repeatedly stumbling synth part"" and contains a middle-eight that Pitchfork's Laura Snapes described as evoking ""the more sparkling moments from Taylor Swift's 1989."" [1]
- ""Never Ending Circles"" emerged on the very first day of writing for Every Open Eye. Martin Doherty described it as designed to be a bridge, both sonically and thematically, from The Bones of What You Believe. [2]
- ""Never Ending Circles"" was the second single from Every Open Eye and served as the standard concert opener for CHVRCHES' Every Open Eye touring cycle; it opened the show at El Plaza Condesa, Mexico City on 2016-09-28. [3]
- The SXSW 2016 official CHVRCHES artist bio characterises ""Never Ending Circles"" (alongside ""Bury It"" and ""Playing Dead"") as being about ""being unapologetic and not being told what to do or who to be."" [4]","1. pitchfork.com-features-interviews-9670-keeping-it-unreal-in-the-studio-with-chvrches
2. www.undertheradarmag.com-interviews-chvrches_-_the_under_the_radar_cover_story
3. anwar.mx-2016-10-05-chvrches-el-plaza-condesa-cdmx
4. schedule.sxsw.com-2016-2016-events-event-MS36440"
never-say-die-song,"""Never Say Die"" (Song)",,Love Is Dead,"- ""Never Say Die"" peaked at #41 on the Hot Rock Songs chart. [1]
- ""Never Say Die"" was performed in the encore at Sydney Opera House on 2019-01-07, alongside ""The Mother We Share."" [2]","1. www.billboard.com-pro-chvrches-love-is-dead-leads-top-rock-albums-alternative-albums
2. amnplify.com.au-portfolio-items-chvrches-sydney-opera-house-07-01-2019-live-review"
nme-awards-2022,NME Awards 2022 — CHVRCHES and Robert Smith Performance,,Screen Violence,"- At the NME Awards 2022, CHVRCHES and Robert Smith performed both ""How Not To Drown"" and ""Just Like Heaven"" (a song by The Cure) together. [1]
- CHVRCHES and Robert Smith jointly won the Best Song By A UK Artist award at the NME Awards 2022, for ""How Not To Drown."" [1,2]","1. www.nme.com-news-music-watch-chvrches-debut-heavy-new-song-conman-at-robert-smiths-teenage-cancer-trust-shows-at-royal-albert-hall-3937136
2. www.theskinny.co.uk-music-interviews-chvrches-interview-screen-violence"
oh-mother-song,"""Oh, Mother"" (Song)",,Vicious Creature,"- Lauren Mayberry described ""Oh, Mother"" as the most depressing song on the album Vicious Creature. [1]
- ""Oh, Mother"" is the last song written for the Vicious Creature album, composed as a muted piano ballad. [2,3]
- ""Oh Mother"" was co-written by Mayberry and Dan McDougall (her principal Vicious Creature collaborator) in a single afternoon late in the recording sessions. Dan started playing a piano part; Mayberry initially tried to write another song about homesickness before Dan suggested something more personal. The full sketch was completed in a couple of hours. [2]
- The song was inspired by a family illness; Mayberry described thinking about it constantly while on tour: ""When I go away on tour, I always think, 'Oh, is this the tour where I'm gone and I miss it'."" [2,3]
- The song is structured chronologically, following Mayberry's relationship with her mother across different stages of her life — from the unquestioning love of childhood to adolescent disgust and, finally, the realisation that their time together is limited. The chronological narrative approach was Dan McDougall's suggestion; Mayberry stated she had never written a song with that kind of chronological structure before. [2]
- The lyric ""It kills me to know you won't be around"" appears in the song. [3]
- Dan McDougall described the writing session as involving ""a lot of tears."" Mayberry noted that the day before they had been recording ""Something in the Air"" — doing ""shouts and screams in the studio"" — and the next they were ""having a wee sniffle next to the piano."" [2]
- After the last studio session for the song, Mayberry and her collaborators went to Nando's: ""But then we went to Nando's. So it's all about balance."" [3]
- Mayberry stated ""Oh, Mother"" is a song she could never have written in CHVRCHES: ""It's not a place that we would go emotionally or sonically."" [3]
- Mayberry's mother was present in the audience at the Òran Mór Q&A on 2024-12-08 when this song was discussed. [2]","1. adcjourney.com-2025-02-25-concert-review-lauren-mayberry-930-club-2-18-25
2. www.youtube.com-watch-v-5pbl7IGVk0s
3. www.bbc.co.uk-news-articles-cy7k830zdejo"
